mySQLProjectId	ownerLogin/projName	SOId	ghLogin	ghMySQLId	ghMongoDBId
1334	rails/rails	247020	purcell	6116	5636
1334	rails/rails	455216	linuxonrails	38022	248779
1334	rails/rails	532861	lardawge	49442	35866
1334	rails/rails	1549405	itchy	192327	92295
1334	rails/rails	26342	technoweenie	1563	21
1334	rails/rails	43955	josh	1565	137
1334	rails/rails	78093	jergason	66744	72027
1334	rails/rails	362129	brianmario	1561	11571
1334	rails/rails	7754	squadette	150681	3052
1334	rails/rails	329886	rwz	59785	129043
1334	rails/rails	352778	ugisozols	1753	148708
1334	rails/rails	1608057	cbandy	1750	106560
1334	rails/rails	783937	Empact	633	5470
1334	rails/rails	777571	eserra	172438	244514
1334	rails/rails	385622	olivierlacan	99716	65950
1334	rails/rails	925075	marcbowes	455919	15209
1334	rails/rails	585670	arunagw	13201	3948
1334	rails/rails	805631	tomhughes	1757	147741
1334	rails/rails	1334457	ollym	127012	143771
1334	rails/rails	726020	shime	8155	703563
1334	rails/rails	87380	cbeer	63784	111218
1334	rails/rails	851146	jasnow	269947	43523
1334	rails/rails	149615	raldred	269945	37096
1334	rails/rails	1313814	alexbartlow	41789	15478
1334	rails/rails	203900	trotter	35886	413
1334	rails/rails	298447	jmazzi	8152	2273
1334	rails/rails	696885	rafaelfranca	8153	47848
1334	rails/rails	394443	cmeiklejohn	9016	44939
1334	rails/rails	1494519	mperham	1740	2911
1334	rails/rails	313561	leppert	1742	26643
1334	rails/rails	580095	jaimeiniesta	28759	2629
1334	rails/rails	138513	trejkaz	72858	43236
1334	rails/rails	184654	nickmabry	192584	46992
1334	rails/rails	299131	tonycoco	131395	19303
1334	rails/rails	2038397	adamgamble	99942	237171
1334	rails/rails	18233	martinoconnor	468920	3779735
1334	rails/rails	2173542	funny-falcon	12932	249427
1334	rails/rails	1155048	jonleighton	8147	1979
1334	rails/rails	1257816	carlosantoniodasilva	8148	26328
1334	rails/rails	232417	danchoi	60903	12854
1334	rails/rails	417194	ddebernardy	11968	225259
1334	rails/rails	1579367	Nbblrr	349274	737741
1334	rails/rails	2301963	PaulL1	2428005	5248789
1334	rails/rails	51209	artemave	89409	23721
1334	rails/rails	855105	EDVTCIDF	269918	-
1334	rails/rails	1306535	southpolesteve	321206	471400
1334	rails/rails	43055	dickeyxxx	219972	216188
1334	rails/rails	1513157	arturaz	131585	12931
1334	rails/rails	356060	tute	1538	54260
1334	rails/rails	297859	jrallison	120420	21326
1334	rails/rails	1139353	thiagofm	3568	126355
1334	rails/rails	970988	clarkgr	884961	470610
1334	rails/rails	4937	Peeja	11737	2407
1334	rails/rails	541639	heimidal	181420	1901
1334	rails/rails	1136219	gaelmuller	1422009	35897
1334	rails/rails	548075	ctide	49972	53454
1334	rails/rails	1946768	jeremycole	342886	450104
1334	rails/rails	966437	yangchenyun	282145	1043403
1334	rails/rails	452181	andriytyurnikov	162280	3668
1334	rails/rails	864499	gbchaosmaster	338861	1045694
1334	rails/rails	300632	jarl-dk	116919	191521
1334	rails/rails	2637630	simonbnrd	1956717	4247035
1334	rails/rails	818091	matthewrobertson	31841	644493
1334	rails/rails	986366	gregolsen	75805	287994
1334	rails/rails	144098	mattetti	11726	113
1334	rails/rails	135484	eimermusic	18355	66180
1334	rails/rails	424300	dmarkow	11724	8009
1334	rails/rails	1659392	abhishekjain16	300486	1992113
1334	rails/rails	2351967	hbakhtiyor	1483977	3434496
1334	rails/rails	107385	camwest	158884	22905
1334	rails/rails	919581	avakhov	15631	92554
1334	rails/rails	35852	hone	4507	16457
1334	rails/rails	117630	ddollar	4509	3308
1334	rails/rails	121442	cylence	162291	8280
1334	rails/rails	232247	mattscilipoti	47823	31929
1334	rails/rails	717804	Havenwood	151068	378214
1334	rails/rails	326984	haihappen	61257	14321
1334	rails/rails	925734	prathamesh-sonpatki	116520	621238
1334	rails/rails	1582416	spagalloco	3847	28044
1334	rails/rails	292113	rafmagana	44412	92894
1334	rails/rails	120075	sunaku	30740	9863
1334	rails/rails	2393432	iantropov	1328986	511114
1334	rails/rails	6329	tardate	18382	16432
1334	rails/rails	758970	macksmind	552346	17553
1334	rails/rails	81402	fidothe	7624	8550
1334	rails/rails	324418	razielgn	211980	237493
1334	rails/rails	1065738	Amit-Thawait	326281	1220255
1334	rails/rails	920990	ayamomiji	161131	486841
1334	rails/rails	155720	KensoDev	11346	79502
1334	rails/rails	100472	eshira	214118	142962
1334	rails/rails	313736	chrisfinne	331722	34908
1334	rails/rails	772874	nashbridges	64289	380913
1334	rails/rails	445700	schuetzm	268012	560664
1334	rails/rails	157384	kenn	44210	10350
1334	rails/rails	91610	bogdan	3839	122436
1334	rails/rails	148722	ryanb	1063	161
1334	rails/rails	353392	ivanvanderbyl	7622	24278
1334	rails/rails	826697	bytesource	429633	610307
1334	rails/rails	2041669	rickyc	136045	111761
1334	rails/rails	100466	waseem	53627	42636
1334	rails/rails	208529	davidpeckham	134340	266156
1334	rails/rails	348987	cpetschnig	159000	48502
1334	rails/rails	579934	atd	66930	26228
1334	rails/rails	727739	LTe	48871	160962
1334	rails/rails	1243967	apohllo	102780	40543
1334	rails/rails	509602	cibernox	194779	265339
1334	rails/rails	2169017	glorieux	116954	861412
1334	rails/rails	1112477	Jaym3s	220452	178023
1334	rails/rails	58418	iangreenleaf	4153	78887
1334	rails/rails	1253977	zilkey	18884	2451
1334	rails/rails	304055	rymai	7648	1168
1334	rails/rails	1593905	jalkoby	61409	484327
1334	rails/rails	378955	colinbm	214767	825374
1334	rails/rails	1085614	laserlemon	29285	34264
1334	rails/rails	747396	ndemoreau	64063	630156
1334	rails/rails	506307	shairontoledo	30949	22649
1334	rails/rails	1440192	dylanahsmith	106511	954402
1334	rails/rails	188643	brandonweiss	116561	4727
1334	rails/rails	1148674	adzap	17758	6318
1334	rails/rails	689708	alol	192521	586307
1334	rails/rails	303083	franckverrot	7639	108369
1334	rails/rails	764546	Mik-die	61608	426230
1334	rails/rails	210977	brokenladder	542672	163883
1334	rails/rails	394282	lukesteensen	25302	333505
1334	rails/rails	453090	larspind	164596	7728
1334	rails/rails	411199	carllerche	11718	6180
1334	rails/rails	96725	oguzbilgic	4538	144778
1334	rails/rails	26604	heironimus	436167	251723
1334	rails/rails	882950	joshsusser	36872	156
1334	rails/rails	1083780	blakesmith	180199	44368
1334	rails/rails	150379	atambo	7856	102009
1334	rails/rails	708635	goshakkk	7858	315596
1334	rails/rails	83558	huacnlee	13511	5518
1334	rails/rails	375523	l4u	47	97841
1334	rails/rails	1033197	khoan	167033	45188
1334	rails/rails	212245	khustochka	254956	137464
1334	rails/rails	646687	pahanix	196863	14978
1334	rails/rails	235855	brockgr	304247	221133
1334	rails/rails	200006	mjy	87033	22600
1334	rails/rails	74089	nfedyashev	936840	61983
1334	rails/rails	1683702	interhive	283532	8636
1334	rails/rails	341458	hackeron	412736	578881
1334	rails/rails	65190	flavorjones	43689	8207
1334	rails/rails	364581	fabrik42	99762	223822
1334	rails/rails	100731	phoet	125749	48745
1334	rails/rails	144824	antage	59814	1032
1334	rails/rails	686280	iamveen	282175	249440
1334	rails/rails	348892	railsaholic	48147	304184
1334	rails/rails	440935	paukul	63357	34843
1334	rails/rails	961521	f1sherman	35133	349804
1334	rails/rails	153896	rsutphin	1007	2503
1334	rails/rails	32465	samuelkadolph	84733	294954
1334	rails/rails	2651174	pacoguzman	23460	10926
1334	rails/rails	1639798	dlee	23461	7035
1334	rails/rails	658181	zires	5016	108843
1334	rails/rails	576345	iamvery	71615	79619
1334	rails/rails	2011580	byrnejb	140504	37126
1334	rails/rails	836786	al2o3cr	23465	1191
1334	rails/rails	1040212	reidmorrison	200179	146852
1334	rails/rails	505124	MMSequeira	29259	935926
1334	rails/rails	48310	kimptoc	7801	38746
1334	rails/rails	1846480	marcioj	481511	821095
1334	rails/rails	156775	nishantmodak	208094	323028
1334	rails/rails	231842	bratish	63340	336893
1334	rails/rails	169403	ognevsky	18158	175508
1334	rails/rails	430695	pda	14825	15759
1334	rails/rails	719236	MarceloCajueiro	165944	26076
1334	rails/rails	763172	veader	16768	1591
1334	rails/rails	3624	quackingduck	31378	9556
1334	rails/rails	20816	FooBarWidget	16766	819
1334	rails/rails	744117	rgo	165940	47124
1334	rails/rails	703019	waynn	34794	318137
1334	rails/rails	2493398	Titinux	31185	41277
1334	rails/rails	223304	malclocke	23986	169126
1334	rails/rails	155344	joefiorini	46324	3648
1334	rails/rails	42015	coder2000	104613	27944
1334	rails/rails	635514	rahul100885	23481	208253
1334	rails/rails	554346	jonatack	825983	2415484
1334	rails/rails	1931600	jejacks0n	25703	13765
1334	rails/rails	229983	bploetz	16739	92764
1334	rails/rails	108017	pallan	155696	27247
1334	rails/rails	52207	jfirebaugh	109	98601
1334	rails/rails	1397119	ciscoriordan	583742	425855
1334	rails/rails	1274574	acatighera	157570	14318
1334	rails/rails	374258	paulccarey	76873	308531
1334	rails/rails	341874	mathie	6582	438
1334	rails/rails	391006	joeytheman	44498	315879
1334	rails/rails	1807693	mattdbridges	26670	442443
1334	rails/rails	722207	Jashank	210843	422947
1334	rails/rails	245652	andreychernih	3257344	131281
1334	rails/rails	1486015	mkristian	31391	35058
1334	rails/rails	773210	oveddan	176621	891755
1334	rails/rails	1118038	GCorbel	417325	1296201
1334	rails/rails	760389	backspace	117829	43280
1334	rails/rails	491902	jonathonjones	105196	259856
1334	rails/rails	405806	nbudin	75089	7477
1334	rails/rails	324312	jdeseno	316065	103085
1334	rails/rails	273229	evantravers	107157	62209
1334	rails/rails	237788	jamesgolick	4567	37
1334	rails/rails	90691	marcgg	13795	127343
1334	rails/rails	72113	vrish88	101631	36475
1334	rails/rails	1100694	wilkerlucio	76057	25736
1334	rails/rails	540742	ytaras	513142	-
1334	rails/rails	237090	woto	20742	146704
1334	rails/rails	11687	mislav	1934	887
1334	rails/rails	438783	bcaccinolo	1933	16540
1334	rails/rails	33651	rud	55687	9337
1334	rails/rails	656103	joncooper	148182	286818
1334	rails/rails	128977	DreadPirateShawn	324462	1418951
1334	rails/rails	823902	jenncoop	216271	453549
1334	rails/rails	1611947	remomueller	22630	316479
1334	rails/rails	216334	SMMRNYRE	122293	-
1334	rails/rails	1348601	szines	630488	1009783
1334	rails/rails	21596	matthewford	17950	215
1334	rails/rails	326645	petmit	748914	316287
1334	rails/rails	1092359	ujjwalt	14864	660290
1334	rails/rails	850971	Alamoz	881508	905505
1334	rails/rails	406174	plentz	1941	4867
1334	rails/rails	594763	patrick99e99	78170	28946
1334	rails/rails	688815	matpowel	578120	124018
1334	rails/rails	28447	amerine	24871	1016
1334	rails/rails	1284705	nullobject	7128	3614
1334	rails/rails	629147	stephenallred	18396	52501
1334	rails/rails	633567	adz	265690	41101
1334	rails/rails	773690	iblue	8696	93362
1334	rails/rails	449342	bsodmike	14837	368260
1334	rails/rails	291209	edtsech	72208	118158
1334	rails/rails	618432	farski	43095	3483
1334	rails/rails	799295	tobsch	141526	330939
1334	rails/rails	1572260	akshay-vishnoi	304694	1928523
1334	rails/rails	1473287	crazymykl	33253	234584
1334	rails/rails	50924	dpmcnevin	164517	26289
1334	rails/rails	477462	ryadav	662244	439226
1334	rails/rails	46643	benmcredmond	1965978	83981
1334	rails/rails	105406	jeroenvandijk	30021	27645
1334	rails/rails	383349	derek-watson	16700	334285
1334	rails/rails	351716	leisti	759460	-
37	angular/angular.js	369687	mzgol	244716	1758366
37	angular/angular.js	199580	mbarzeev	1275419	2098439
37	angular/angular.js	2019259	jamesdaily	1209536	987389
37	angular/angular.js	2625248	dtabuenc	200191	44419
37	angular/angular.js	1633510	austingreco	331023	1650185
37	angular/angular.js	105589	xrd	4108	17064
37	angular/angular.js	552840	ProLoser	36233	67395
37	angular/angular.js	1099174	dylanpyle	43484	806257
37	angular/angular.js	751533	davesque	38843	791437
37	angular/angular.js	1303830	nathanredblur	1868283	1273018
37	angular/angular.js	62417	GiffenGood	2190633	1630817
37	angular/angular.js	1717031	MathRobin	158724	1046585
37	angular/angular.js	1925019	shahata	977329	1764161
37	angular/angular.js	1658645	gdennie	1069698	158003
37	angular/angular.js	1144085	ejain	120833	1323903
37	angular/angular.js	488373	jokeyrhyme	154380	479816
37	angular/angular.js	681102	andyrooger	1309211	420834
37	angular/angular.js	1096535	AnirbanKundu	318336	1427805
37	angular/angular.js	1198712	KevinBrogan	2096663	1428163
37	angular/angular.js	79201	jrschumacher	101889	46549
37	angular/angular.js	8264	deathbob	33878	20316
37	angular/angular.js	825780	fastreload	117796	991022
37	angular/angular.js	1418796	pkozlowski-opensource	46271	973550
37	angular/angular.js	1004095	jmpalacios	2503888	4518384
37	angular/angular.js	668921	btford	4096	474988
37	angular/angular.js	1787412	sergiopantoja	944567	2530982
37	angular/angular.js	624930	skyraider	514309	-
37	angular/angular.js	1433691	ThomasDeutsch	60801	1797608
37	angular/angular.js	1929573	olostan	568175	459897
37	angular/angular.js	1056679	slavafomin	419376	1702725
37	angular/angular.js	315562	chrisirhc	133141	132584
37	angular/angular.js	1243227	wizardwerdna	87746	3230
37	angular/angular.js	224810	andrelom	550345	495367
37	angular/angular.js	173348	dbinit	52633	77516
37	angular/angular.js	340168	henning-koch	46486	89953
37	angular/angular.js	1705056	tepez	1440752	3265649
37	angular/angular.js	217406	davidjnelson	142495	381633
37	angular/angular.js	135786	blesh	751193	1540597
37	angular/angular.js	287070	petebacondarwin	56762	15655
37	angular/angular.js	672097	jeffbcross	26712	463703
37	angular/angular.js	53635	dandoyon	56763	475217
37	angular/angular.js	227167	gurdiga	387888	53922
37	angular/angular.js	115493	mik01aj	1266031	3027415
37	angular/angular.js	611407	gentooboontoo	28137	137324
37	angular/angular.js	845717	bradgreens	185225	284366
37	angular/angular.js	288703	cburgdorf	989	521109
37	angular/angular.js	192810	mhevery	988	111951
37	angular/angular.js	199552	latentflip	7652	78225
37	angular/angular.js	787333	Narretz	694615	1153097
37	angular/angular.js	267780	arty-name	963222	133055
37	angular/angular.js	1604104	shepheb	981	157812
37	angular/angular.js	531342	vojtajina	986	46647
37	angular/angular.js	14955	thiloplanz	31460	150349
37	angular/angular.js	839662	ksheedlo	528088	1271410
37	angular/angular.js	230654	vrutberg	157025	49580
37	angular/angular.js	457267	rhuynh	1219574	98212
37	angular/angular.js	1349152	mbenford	223976	446867
37	angular/angular.js	450820	metaweta	294941	857592
37	angular/angular.js	207502	elfgoh	670238	-
37	angular/angular.js	1051438	Drvanon	147445	1318056
37	angular/angular.js	683194	Codier	461840	711926
37	angular/angular.js	91238	arantius	17240	84729
37	angular/angular.js	2097883	myitcv	1443441	3374574
37	angular/angular.js	2309117	philwestwell	1171030	1173606
37	angular/angular.js	830911	ilovecomputers	295349	427597
37	angular/angular.js	401546	mkotsur	120486	164650
37	angular/angular.js	1357584	joshrtay	23683	132602
37	angular/angular.js	1200028	Sharondio	53790	916043
37	angular/angular.js	454780	trusktr	430399	297678
37	angular/angular.js	1351266	zhenbzha	645478	-
37	angular/angular.js	562906	sinelaw	339019	84020
37	angular/angular.js	141821	auser	2983	529
37	angular/angular.js	943183	onlywei	562972	1470998
37	angular/angular.js	80979	egrajeda	74021	12800
37	angular/angular.js	251541	ricardohbin	283558	368636
37	angular/angular.js	1707160	thebigredgeek	2252199	2799276
37	angular/angular.js	1625629	skofo	884884	1922783
37	angular/angular.js	277128	fbiville	64464	445792
37	angular/angular.js	1205512	mkawalec	1027609	496144
37	angular/angular.js	325135	jrupac	200495	538315
37	angular/angular.js	1793476	markdalgleish	34854	696693
37	angular/angular.js	830671	iammerrick	23579	109635
37	angular/angular.js	304138	mormegil-cz	327096	432985
37	angular/angular.js	91927	groner	301614	47317
37	angular/angular.js	1166929	RichardLitt	212282	910753
37	angular/angular.js	100244	creat-or	862291	-
37	angular/angular.js	279201	bmeck	28183	234659
37	angular/angular.js	353136	avalanche123	18432	83289
37	angular/angular.js	1471197	d4rkr00t	11215	200119
37	angular/angular.js	1159707	cironunes	70512	469908
37	angular/angular.js	434980	sqren	147737	209966
37	angular/angular.js	1681801	cortfritz	621444	-
37	angular/angular.js	2073399	codevinsky	1488196	3170885
37	angular/angular.js	274673	ebidel	15262	238208
37	angular/angular.js	826397	mking	316847	489866
37	angular/angular.js	675311	bigblind	214353	737493
37	angular/angular.js	2422244	tamtakoe	645592	-
37	angular/angular.js	661859	nitulkukadia	3757100	6572207
37	angular/angular.js	1722762	chicoxyzzy	600122	1507086
37	angular/angular.js	88170	dariusriggins	368850	770432
37	angular/angular.js	916603	bradw2k	1150896	1291159
37	angular/angular.js	1771358	wesleycho	505852	1703387
37	angular/angular.js	496330	zhongliangong	2601123	4158165
37	angular/angular.js	318306	jeserkin	245368	183512
37	angular/angular.js	1598185	MrRaindrop	407862	1545874
37	angular/angular.js	1744090	kamagatos	242754	1569859
37	angular/angular.js	2316696	juliemr	26463	2081709
37	angular/angular.js	365183	jankuca	342061	367262
37	angular/angular.js	2547632	Yappli	777644	1979087
37	angular/angular.js	24146	EisenbergEffect	61755	131485
37	angular/angular.js	331229	lee-elenbaas	37102	465641
37	angular/angular.js	1007263	gadr	2275239	1633518
37	angular/angular.js	126531	mmoussa	320592	183833
37	angular/angular.js	599653	bwiklund	1656246	3586801
37	angular/angular.js	680729	StephenLeicht	1913322	907836
37	angular/angular.js	929874	zeflasher	255249	214998
37	angular/angular.js	172769	mrlucmorin	462672	1131522
37	angular/angular.js	1187338	petrovalex	502336	-
37	angular/angular.js	2670336	dagingaa	35644	284996
37	angular/angular.js	2309773	rodyhaddad	404729	1331190
37	angular/angular.js	174622	yeonsh	21164	190906
37	angular/angular.js	398939	ahmednuaman	132090	99223
37	angular/angular.js	454577	mchapman	748965	373462
37	angular/angular.js	1320083	tyson-benson	154193	780755
37	angular/angular.js	1646823	jvans1	757839	2279083
37	angular/angular.js	1030269	VMihai	1635440	3695685
37	angular/angular.js	1218170	foreachlt	736119	1433383
37	angular/angular.js	769006	ncuillery	2183437	4425455
37	angular/angular.js	1935053	kowskis	1400309	3288196
37	angular/angular.js	1211528	plalx	2056917	903992
37	angular/angular.js	2109258	caguillen214	3417028	6731772
37	angular/angular.js	1924520	lgalfaso	503122	391394
37	angular/angular.js	451480	blaise-io	1269091	788368
37	angular/angular.js	124416	wmertens	143128	54934
37	angular/angular.js	315759	simpulton	24434	590361
37	angular/angular.js	264601	brandonjp	159081	199599
37	angular/angular.js	1533884	RoyLING	812025	-
37	angular/angular.js	1977688	thomastuts	1099007	1914255
37	angular/angular.js	446243	scomma	210259	126537
37	angular/angular.js	22227	mprobst	64425	7208
37	angular/angular.js	453605	marcenuc	990	5284
37	angular/angular.js	384016	ryanzec	503010	444206
37	angular/angular.js	171465	pedrodelgallego	126192	6951
37	angular/angular.js	835180	demoive	9030	472288
37	angular/angular.js	1270769	yohairosen	41867	1732742
37	angular/angular.js	1195761	robwormald	765092	-
37	angular/angular.js	1323798	mstaessen	75840	179703
37	angular/angular.js	13375	johnpapa	212879	1202528
37	angular/angular.js	206446	wingy	121662	445841
37	angular/angular.js	88258	stephenjudkins	25867	8593
37	angular/angular.js	990356	tkrotoff	64356	643434
37	angular/angular.js	1141611	3lux	2965626	570070
37	angular/angular.js	1033239	runk	271382	903687
37	angular/angular.js	248489	Gutek	42844	461827
37	angular/angular.js	1779524	sja	350441	398541
37	angular/angular.js	78093	jergason	66744	72027
37	angular/angular.js	82233	mernen	3306	6412
37	angular/angular.js	1227021	geddski	60683	515722
37	angular/angular.js	966061	kstep	221885	28537
37	angular/angular.js	2137653	kamilkp	2910728	5748846
37	angular/angular.js	2268913	shyamseshadri	61699	229613
37	angular/angular.js	1171955	Keyamoon	60936	953700
37	angular/angular.js	385950	janhartigan	484733	580052
37	angular/angular.js	137404	tolgaek	15706	891261
37	angular/angular.js	1046234	ineedfat	1242339	2160274
37	angular/angular.js	73831	sudhirj	35256	21678
37	angular/angular.js	2146089	dbwhddn10	1548152	1523570
37	angular/angular.js	1605885	bradlygreen	132330	757236
37	angular/angular.js	375226	sagens42	1543423	3543513
37	angular/angular.js	137100	pheuter	13064	92698
37	angular/angular.js	302774	linclark	49269	105464
37	angular/angular.js	159178	fletchgqc	328000	378518
37	angular/angular.js	1426570	Urigo	186270	1297448
37	angular/angular.js	1006555	esarbanis	261190	633903
37	angular/angular.js	1009403	thenikso	132247	1614904
37	angular/angular.js	183893	fredrikbonander	750522	185489
37	angular/angular.js	789866	partap	695915	2281220
37	angular/angular.js	1393962	karolmajta	2211597	677314
37	angular/angular.js	76173	thorn0	243576	94334
37	angular/angular.js	799607	jumski	4910	9126
37	angular/angular.js	1052477	lefos987	535050	1442897
37	angular/angular.js	1449299	uberspeck	742786	857256
3214347	dotcloud/docker	137839	mattyw	15015	160718
3214347	dotcloud/docker	884978	creack	1026215	521701
3214347	dotcloud/docker	449225	mahata	193990	23497
3214347	dotcloud/docker	105456	tmc	2503722	3977
3214347	dotcloud/docker	95274	bbangert	21430	100193
3214347	dotcloud/docker	1516397	coocood	221936	891222
3214347	dotcloud/docker	1267368	jonseymour	353361	207131
3214347	dotcloud/docker	428697	philwhln	14584	93411
3214347	dotcloud/docker	735390	crosbymichael	12726	749551
3214347	dotcloud/docker	20538	davidreuss	76908	6885
3214347	dotcloud/docker	28381	agilewallaby	128981	285469
3214347	dotcloud/docker	599240	jchester	428092	23407
3214347	dotcloud/docker	556994	swdunlop	251424	120188
3214347	dotcloud/docker	8019	silasb	308820	40670
3214347	dotcloud/docker	451980	icecrime	53803	1564054
3214347	dotcloud/docker	1413228	jhspaybar	68019	1356513
3214347	dotcloud/docker	847799	kolektiv	168278	1546
3214347	dotcloud/docker	341584	dustinlacewell	27888	53952
3214347	dotcloud/docker	1087	pjr	123980	46494
3214347	dotcloud/docker	132856	dangra	52555	37369
3214347	dotcloud/docker	87316	dpaola2	211565	150509
3214347	dotcloud/docker	808953	ehazlett	402	260642
3214347	dotcloud/docker	461660	DazWorrall	121309	398706
3214347	dotcloud/docker	1068805	42races	2608539	958936
3214347	dotcloud/docker	1775299	outrunthewolf	212143	814246
3214347	dotcloud/docker	1127340	financeCoding	40930	654526
3214347	dotcloud/docker	14343	nedbat	232447	23789
3214347	dotcloud/docker	260491	gabrielgrant	20929	493968
3214347	dotcloud/docker	1088345	spkane	543953	129629
3214347	dotcloud/docker	176741	dolph	21811	784187
3214347	dotcloud/docker	9812	mstepniowski	2792396	35737
3214347	dotcloud/docker	971945	horse-latitudes	112188	1357611
3214347	dotcloud/docker	399	titanous	40011	13026
3214347	dotcloud/docker	522932	Soulou	359898	329969
3214347	dotcloud/docker	866413	colevscode	15027	409293
3214347	dotcloud/docker	224241	andykram	72139	14042
3214347	dotcloud/docker	1386789	denibertovic	115557	807660
3214347	dotcloud/docker	85374	markramm	582960	455123
3214347	dotcloud/docker	2262712	imain	79637	169081
3214347	dotcloud/docker	150551	iemejia	136315	79476
3214347	dotcloud/docker	243949	georgebashi	78635	172470
3214347	dotcloud/docker	254896	agnoster	70415	15210
3214347	dotcloud/docker	19258	thoward	64797	478164
3214347	dotcloud/docker	80589	carlhoerberg	7655	180046
3214347	dotcloud/docker	54806	chrisfarms	323102	45921
3214347	dotcloud/docker	1611814	timthelion	150406	1391608
3214347	dotcloud/docker	1915201	shimberger	48476	389026
3214347	dotcloud/docker	8325	mitchellh	28552	1299
3214347	dotcloud/docker	787213	lalyos	77895	464122
3214347	dotcloud/docker	499395	brianm	30454	1291
3214347	dotcloud/docker	100454	sean	199030	12972
3214347	dotcloud/docker	763506	VTWoods	351298	742341
3214347	dotcloud/docker	794835	ayosec	17068	37484
3214347	dotcloud/docker	961353	alexchamberlain	178014	1224578
3214347	dotcloud/docker	1247198	madisp	147662	1147723
3214347	dotcloud/docker	1440641	jrsmith	332747	130211
3214347	dotcloud/docker	577018	johncosta	91291	628627
3214347	dotcloud/docker	1517678	dvberkel	25578	493347
3214347	dotcloud/docker	26227	pnathan	59904	761056
3214347	dotcloud/docker	677528	willshulman	61624	738253
3214347	dotcloud/docker	1144770	michaelmaltese	95107	594093
3214347	dotcloud/docker	333796	cap10morgan	32069	59748
3214347	dotcloud/docker	399823	bernerdschaefer	103533	193
3214347	dotcloud/docker	156	joeshaw	10978	39916
3214347	dotcloud/docker	2459129	Chibaw	176309	1444415
3214347	dotcloud/docker	96725	oguzbilgic	4538	144778
3214347	dotcloud/docker	358967	jordansissel	6993	131818
3214347	dotcloud/docker	544059	kermit666	385467	1818628
3214347	dotcloud/docker	2399793	joonathan	40365	3045
3214347	dotcloud/docker	45909	bleevo	302479	105844
3214347	dotcloud/docker	677186	platten	188197	773636
3214347	dotcloud/docker	76199	ptone	61039	40845
3214347	dotcloud/docker	329850	WarheadsSE	54082	585036
3214347	dotcloud/docker	278690	adieu	47741	17115
3214347	dotcloud/docker	947636	cpuguy83	348984	799078
3214347	dotcloud/docker	433580	tiborvass	405236	-
3214347	dotcloud/docker	2152602	philips	1001	33544
3214347	dotcloud/docker	277144	ndarilek	478318	1172
3214347	dotcloud/docker	433558	tianon	228866	161631
3214347	dotcloud/docker	78351	amangoel	255737	768311
3214347	dotcloud/docker	1048941	jamtur01	5438	4365
3214347	dotcloud/docker	237211	avidal	684	191975
3214347	dotcloud/docker	1931	bmurphy1976	74744	270488
3214347	dotcloud/docker	356788	kencochrane	96391	261601
3214347	dotcloud/docker	744804	bmatsuo	367493	15089
3214347	dotcloud/docker	1297767	tommyblue	1529	122749
3214347	dotcloud/docker	532369	fj	68099	57813
3214347	dotcloud/docker	39575	pau	101218	181850
3214347	dotcloud/docker	608382	vsekhar	51230	415244
3214347	dotcloud/docker	301457	LeeSaferite	113502	47386
3214347	dotcloud/docker	505282	jmccrohan	62980	315209
3214347	dotcloud/docker	305008	MarkNijhof	135582	119686
3214347	dotcloud/docker	104	teddziuba	84401	84232
3214347	dotcloud/docker	957936	cespare	26452	318501
3214347	dotcloud/docker	388517	nnutter	37013	207011
3214347	dotcloud/docker	748	denisphillips	63145	292595
3214347	dotcloud/docker	427710	timruffles	79298	249800
3214347	dotcloud/docker	364980	therealprologic	1544257	1290234
3214347	dotcloud/docker	1182899	dininski	1368336	2004693
3214347	dotcloud/docker	246621	mmikulicic	88801	52673
3214347	dotcloud/docker	1080568	LK4D4	210545	101445
3214347	dotcloud/docker	1034080	felixrabe	470744	400795
3214347	dotcloud/docker	355189	snaury	31286	53117
3214347	dotcloud/docker	204760	gsalgado	270969	412274
3214347	dotcloud/docker	266069	Odaeus	74242	2150
3214347	dotcloud/docker	1578214	ellisonbg	10428	27600
3214347	dotcloud/docker	1804	jessedearing	26282	176691
3214347	dotcloud/docker	603330	danielsiders	68626	395774
3214347	dotcloud/docker	703144	rca	64511	53537
3214347	dotcloud/docker	240142	ramonvanalteren	86027	27267
3214347	dotcloud/docker	383775	bfirsh	5800	40906
3214347	dotcloud/docker	213320	robryk	455412	1471395
3214347	dotcloud/docker	39975	dustin	33016	1779
3214347	dotcloud/docker	341874	mathie	6582	438
3214347	dotcloud/docker	1546317	rhacker	100919	2028062
3214347	dotcloud/docker	699	michaelneale	39174	14976
3214347	dotcloud/docker	137784	bantic	123600	2023
3214347	dotcloud/docker	1030503	markchadwick	79133	8124
3214347	dotcloud/docker	96584	uggedal	13798	71
3214347	dotcloud/docker	804785	kuhnza	284527	183404
3214347	dotcloud/docker	319672	reeze	2284	14658
3214347	dotcloud/docker	245743	pbogdan	362895	157610
3214347	dotcloud/docker	56069	gourneau	52097	30399
3214347	dotcloud/docker	1539244	jwhitlark	77729	59580
3214347	dotcloud/docker	1172350	dcoles	1099687	1007415
3214347	dotcloud/docker	427117	rmoriz	60568	1527
3214347	dotcloud/docker	661043	mshytikov	535739	545571
3214347	dotcloud/docker	98605	glyn	59426	94953
3214347	dotcloud/docker	682160	monnand	67764	379562
